Breed ,Dog_Size,Dog_Breed_Group,Height,Avg_Height,Weight,Avg_Weight,Avg_weight_kg,Life_Span,Avg_Life_Span,Adaptability,Apartment_Living,Novice_Owners,Sensitivity,Tolerates_Being_Alone,Cold_Weather,Hot_Weather,Overall_Friendliness,Affectionate_Family,Kid_Friendly,Dog_Friendly,Friendly_To_Strangers,Health_Grooming_Needs,Shedding,Drooling,Easy_To_Groom,Health,Weight_Gain,Size,Trainability,Easy_To_Train,Intelligence,Mouthiness,Prey_Drive,Bark_Tendency,Wanderlust,Physical_Needs,Energy_Level,Intensity,Exercise,Playfulness,Image
Texas Heeler,Large,Mixed Breed Dogs,16 to 22 inches,48.26,25 to 50 pounds,37,16.88,12 to 15 years,14,3,2,3,3,3,4,3,3.33,4,3,3,3,3.4,4,2,3,3,5,3,3.4,3,5,4,3,2,4,4.33,5,3,5,4,https://www.dogtime.com/assets/uploads/2020/02/texas-heeler-mixed-dog-breed-pictures-cover-650x368.jpg
Thai Ridgeback,Very Large,Companion Dogs,20 to 24 inches,55.88,35 to 75 pounds,55,24.75,10 to 13 years,12,2.4,2,2,2,2,4,3,2.67,3,2,3,3,3.2,3,2,4,4,3,3,2.8,2,4,2,4,2,4,4,4,4,4,3,https://www.dogtime.com/assets/uploads/2020/10/Thai-Ridgeback-dog-breed-pictures-cover-650x368.jpg
Tibetan Mastiff,Very Large,Working Dogs,24 inches to 26 inches tall at the shoulder,63.5,75 to 160 pounds,117,52.88,10 to 14 years,12,2.6,1,1,5,1,5,2,5,5,5,5,2,3,2,2,4,3,4,5,3.2,1,5,5,3,2,3,2.67,4,2,2,5,https://www.dogtime.com/assets/uploads/2011/01/file_22952_tibetan-mastiff-300x189.jpg
Tibetan Spaniel,Medium,Companion Dogs,From 10 inches tall at the shoulder,25.4,9 to 15 pounds,12,5.4,12 to 15 years,14,3.2,5,4,5,1,1,2,4.67,5,5,4,3,3.2,3,1,4,5,3,1,3.6,4,4,3,3,4,3,3.33,3,3,4,4,https://www.dogtime.com/assets/uploads/2011/01/file_23162_tibetan-spaniel-300x189.jpg
Tibetan Terrier,Medium,Companion Dogs,14 to 16 inches tall at the shoulder,38.1,20 to 24 pounds,22,9.9,12 to 15 years,14,3.4,5,3,4,1,4,4,4.67,5,5,4,3,2.2,1,1,1,5,3,2,3.2,4,4,2,2,4,3,4.67,5,4,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_23164_tibetan-terrier-300x189.jpg
Toy Fox Terrier,Very Small,Companion Dogs,8 to 11 inches at the shoulder,24.13,3 to 7 pounds,5,2.25,13 to 14 years,14,3,5,3,4,1,2,3,4,5,4,3,3,3.4,4,1,5,5,2,1,3.6,3,4,2,5,4,4,4.67,5,4,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_23130_toy-fox-terrier-300x189.jpg
Transylvanian Hound,Very Large,Hound Dogs,18 to 25 inches,54.61,55 to 77 pounds,65,29.7,10 to 12 years,11,2.6,3,2,2,3,3,3,3.33,4,3,3,2,3.4,3,3,4,4,3,3,3.2,2,4,3,4,3,4,4.33,4,4,5,4,https://www.dogtime.com/assets/uploads/2020/07/transylvanian-hound-dog-breed-pictures-cover-650x368.jpg
Treeing Tennessee Brindle,Large,Hound Dogs,16 to 24 inches tall at the shoulder,50.8,30 to 45 pounds,37,16.88,10 to 12 years,11,2.2,1,2,3,2,3,3,4,4,4,4,3,3.8,4,3,5,4,3,3,3,3,4,3,4,1,1,4.33,4,4,5,3,https://www.dogtime.com/assets/uploads/2011/01/file_23280_what-is-a-treeing-tennessee-brindle-dog-300x189.jpg
Treeing Walker Coonhound,Very Large,Hound Dogs,20 to 27 inches tall at the shoulder,59.69,45 to 80 pounds,62,28.12,12 to 13 years,12,2.6,1,2,5,2,3,3,3.67,4,4,3,3,3.4,3,2,5,4,3,4,3.6,2,4,3,4,5,5,4.33,4,4,5,3,https://www.dogtime.com/assets/uploads/2011/01/file_23250_treeing-walker-coonhound-300x189.jpg
Valley Bulldog,Very Large,Mixed Breed Dogs,12 to 25 inches,46.99,50 to 125 pounds ,87,39.38,8 to 12 years,10,2.8,4,3,4,2,1,1,4,5,4,3,4,3.8,4,3,5,3,4,4,3,3,3,2,3,4,1,4,4,4,4,4,https://www.dogtime.com/assets/uploads/2019/09/valley-bulldog-mixed-dog-breed-pictures-cover-650x368.jpg
Vizsla,Very Large,Sporting Dogs,21 to 24 inches tall at the shoulder,57.15,45 to 65 pounds,55,24.75,10 to 14 years,12,2.2,1,3,5,1,1,4,5,5,5,5,5,2.8,2,1,5,4,2,3,4,5,4,4,2,5,5,4.67,5,4,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_22996_vizsla-300x189.jpg
Weimaraner,Very Large,Sporting Dogs,23 to 27 inches tall at the shoulder,63.5,55 to 85 pounds,69,31.5,11 to 13 years,12,2.4,1,2,5,1,3,4,4,5,4,3,3,3.6,4,4,5,3,2,4,4.2,4,5,5,5,2,5,5,5,5,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_22998_weimaraner-300x189.jpg
Welsh Springer Spaniel,Very Large,Sporting Dogs,17 to 19 inches tall at the shoulder,45.72,35 to 55 pounds,45,20.25,10 to 15 years,12,3.6,4,4,5,1,4,4,4.67,5,5,4,3,3.2,3,1,4,4,4,3,4.2,5,5,3,3,5,5,4.67,5,4,5,4,https://www.dogtime.com/assets/uploads/2011/01/file_23000_welsh-springer-spaniel-300x189.jpg
Welsh Terrier,Medium,Terrier Dogs,14 to 15 inches tall at the shoulder,36.83,Up to 20 pounds,20,9,10 to 14 years,12,2.6,3,3,3,2,2,2,4.67,4,5,5,4,2.6,2,1,2,5,3,2,3.8,3,5,2,5,4,4,5,5,5,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_23090_welsh-terrier-300x189.jpg
West Highland White Terrier,Medium,Terrier Dogs,10 to 11 inches tall at the shoulder,26.67,13 to 22 pounds,17,7.88,12 to 16 years,14,3.6,4,4,4,2,4,3,4.67,5,4,5,3,3,4,1,3,3,4,2,3.6,4,4,2,4,4,3,4,4,4,4,4,https://www.dogtime.com/assets/uploads/2011/01/file_23092_west-highland-white-terrier-300x189.jpg
Westiepoo,Large,Mixed Breed Dogs,11 to 17 inches,35.56,20 to 35 pounds,27,12.38,12 to 15 years,14,3,3,4,4,1,3,3,4,4,4,4,4,3,1,1,5,4,4,2,3.6,4,4,3,4,3,3,4,4,4,4,5,https://www.dogtime.com/assets/uploads/2019/09/westiepoo-mixed-dog-breed-pictures-cover-650x368.jpg
Whippet,Large,Hound Dogs,18 to 22 inches tall at the shoulder,50.8,18 to 48 pounds,33,14.85,12 to 15 years,14,3.2,5,3,5,2,1,4,4.67,5,5,4,4,2.6,2,1,5,4,1,3,3.6,4,4,4,5,1,4,4,5,2,5,5,https://www.dogtime.com/assets/uploads/2011/01/file_23048_whippet-300x189.jpg
Whoodle,Large,Mixed Breed Dogs,12 to 20 inches,40.64,20 to 45 pounds,32,14.62,12 to 15 years,14,2.6,4,1,3,1,4,2,3.67,4,4,3,4,2.4,2,1,3,4,2,3,2,2,4,1,2,1,3,4,4,4,4,4,https://www.dogtime.com/assets/uploads/2019/07/whoodle-mixed-dog-breed-pictures-cover-650x368.jpg
Wirehaired Pointing Griffon,Very Large,Sporting Dogs,20 to 24 inches tall at the shoulder,55.88,50 to 60 pounds,55,24.75,10 to 14 years,12,2.6,1,3,4,1,4,3,4.67,5,5,4,5,2.4,1,1,3,4,3,3,4.2,5,5,3,4,4,4,4,5,3,4,5,https://www.dogtime.com/assets/uploads/2011/01/file_23002_wirehaired-pointing-griffon-300x189.jpg
Xoloitzcuintli,Large,Companion Dogs,18 inches to 23 inches tall at the shoulder,52.07,10 to 50 pounds,30,13.5,14 to 20 years,17,3,5,1,5,1,3,3,3.33,5,3,2,1,3,1,1,5,5,3,3,4.2,3,5,3,5,5,5,3,3,3,3,3,https://www.dogtime.com/assets/uploads/2012/02/file_23296_Xoloitzcuintli-dog-breed-300x189.jpg
Yakutian Laika,Very Large,Working Dogs,20 to 23 inches,54.61,40 to 55 pounds,47,21.38,10 to 12 years,11,2.6,1,3,3,1,5,3,4.33,5,4,4,4,3.2,4,2,3,4,3,3,3.4,4,4,2,3,4,3,4,4,3,5,4,https://www.dogtime.com/assets/uploads/2020/11/Yakutian-Laika-dog-breed-pictures-cover-650x368.jpg
Yorkipoo,Small,Hybrid Dogs,7 to 15 inches tall at the shoulder,27.94,3 to 14 pounds,8,3.82,10 to 15 years,12,3.8,5,5,4,3,2,3,4,5,4,3,2,2.2,1,1,4,3,2,1,3.8,4,4,3,3,5,2,3.67,5,3,3,4,https://www.dogtime.com/assets/uploads/2011/01/file_23208_yorkipoo-300x189.jpg
Yorkshire Terrier,Very Small,Companion Dogs,8 to 9 inches tall at the shoulder,21.59,4 to 6 pounds,5,2.25,12 to 15 years,14,3.6,5,4,5,2,2,2,3,4,2,3,2,2.2,2,1,2,4,2,1,2.6,3,3,2,2,3,3,4.33,5,4,4,5,https://www.dogtime.com/assets/uploads/2011/01/file_23132_yorkshire-terrier-300x189.jpg
